customer_id,customer_name,phone,email,gender,age,province_code,province_name,member_level,id_card,register_time,updated_at
C000027,徐涛,phone_7223,userC000027@163.com,男,16,320000,江苏省,普通会员,220000196309086041,2023-12-08 07:55:48,2024-05-13 20:39:18
C000028,杨芳,19431974907,userC000028@gmail.com,男,35,820000,澳门特别行政区,金卡会员,,2024-09-17 11:11:14,2025-12-13 06:08:43
C000029,徐静,13839824891,userC000029@qq.com,男,71,500000,重庆市,普通会员,810000199709227602,2023-07-05 00:50:52,2023-08-05 14:24:44
C000030,周勇,17945245396,userC000030@outlook.com,女,59,420000,湖北省,金卡会员,310000197611191185,2025-06-09 05:28:49,2025-12-02 22:15:55
C000031,王敏,18560246344,userC000031@qq.com,女,25,330000,浙江省,金卡会员,460000199206050202,2022-04-07 10:27:25,2024-03-29 16:26:16
C000032,刘艳,13743403721,userC000032@qq.com,女,55,460000,海南省,钻石会员,440000196905174109,2023-05-12 01:04:43,2024-12-26 03:11:25
C000033,胡强,19075688735,userC000033@outlook.com,女,28,410000,河南省,钻石会员,500000197008297720,2025-11-24 22:32:19,2025-12-06 16:36:18
C000034,陈明,18915128110,userC000034@outlook.com,男,44,540000,西藏自治区,金卡会员,500000197003135913,2021-08-23 09:06:25,2025-03-06 11:58:38
C000035,胡芳,18061881421,userC000035@outlook.com,未知,27,500000,重庆市,金卡会员,820000197307165363,2020-05-09 13:56:05,2022-10-26 03:42:33
C000036,刘强,13006349115,userC000036@163.com,女,41,620000,甘肃省,钻石会员,650000197402158876,2025-08-15 20:43:34,2025-08-17 20:29:36
C000037,李娟,1844641578,userC000037@example.com,男,73,530000,云南省,银卡会员,610000199711200067,2020-08-30 09:16:30,2025-08-17 10:22:21
C000038,郭洋,,userC000038@example.com,未知,55,640000,宁夏回族自治区,钻石会员,220000196212153548,2020-09-27 12:08:11,2023-10-13 08:01:42
C000039,刘芳,15431260386,userC000039@outlook.com,男,38,440000,广东省,金卡会员,460000196902163853,2021-09-16 15:13:36,2024-01-04 06:02:42
C000040,何娟,17063817685,userC000040@163.com,女,51,370000,山东省,普通会员,,2020-05-27 09:22:52,2024-02-19 18:49:53
C000041,王杰,17298197248,userC000041@gmail.com,未知,64,510000,四川省,钻石会员,410000198710080705,2025-10-03 01:44:10,2025-10-13 11:03:10
C000042,朱勇,15918150176,userC000042@example.com,未知,29,460000,海南省,钻石会员,410000197506148240,2024-03-15 12:59:03,2025-04-29 03:55:29
C000043,黄敏,13474642322,userC000043@gmail.com,女,33,140000,山西省,钻石会员,710000198404094070,2025-08-04 01:31:29,2025-08-25 19:34:39
C000044,郭涛,17855509986,userC000044@gmail.com,女,43,420000,湖北省,金卡会员,350000196009309426,2023-09-01 07:27:17,2025-03-12 05:57:43
C000045,周静,19222529474,userC000045@outlook.com,女,67,450000,广西壮族自治区,钻石会员,460000197803082674,2021-09-21 20:24:17,2025-10-12 23:08:28
C000046,郭军,18462646852,userC000046@qq.com,女,68,220000,吉林省,银卡会员,330000196404232815,2025-02-23 14:09:03,2025-03-11 21:28:09
C000047,朱娜,17401757319,userC000047@outlook.com,女,19,820000,澳门特别行政区,钻石会员,350000198206198222,2020-07-15 07:46:03,2021-12-13 16:23:04
C000048,高涛,15682662244,userC000048@qq.com,未知,33,430000,湖南省,金卡会员,810000197112295935,2024-03-19 12:54:54,2025-05-07 22:00:37
C000049,李明,17780722983,userC000049@163.com,男,150,710000,台湾省,钻石会员,430000196208049195,2020-09-17 08:54:40,2021-05-24 10:26:03
C000050,朱军,19065756362,userC000050@qq.com,女,74,510000,四川省,金卡会员,410000199608013612,2020-11-22 19:02:09,2024-08-11 10:49:11
C000051,王静,18581144408,userC000051@outlook.com,未知,59,520000,贵州省,银卡会员,620000197002283211,2023-06-08 00:03:33,2023-09-06 16:02:53
C000052,何伟,17431690755,userC000052@qq.com,男,41,210000,辽宁省,银卡会员,320000196212248729,2020-11-16 12:59:30,2024-05-24 06:10:30
C000053,黄杰,18226699841,userC000053@qq.com,未知,28,540000,西藏自治区,银卡会员,120000198307046399,2020-12-28 18:31:58,2024-04-06 15:53:19
C000054,赵秀英,17260595873,userC000054@163.com,男,54,320000,江苏省,银卡会员,460000197906123400,2022-10-20 10:24:42,2024-07-13 08:37:59
C000055,王超,19195842222,userC000055@163.com,未知,64,120000,天津市,金卡会员,230000200011196555,2024-07-21 15:28:28,2025-10-22 09:54:42
C000056,徐娟,19974104515,userC000056@outlook.com,男,28,420000,湖北省,银卡会员,370000197201034772,2024-01-16 13:50:53,2024-06-16 02:46:29
C000057,陈静,17091799969,userC000057@163.com,男,22,220000,吉林省,普通会员,110000198411061921,2021-08-31 03:03:40,2024-01-04 06:12:45
C000058,黄超,17626081289,userC000058@example.com,女,51,140000,山西省,金卡会员,230000196312037828,2020-11-05 05:11:50,2025-05-31 10:58:43
C000059,张涛,13046655988,userC000059@outlook.com,男,69,460000,海南省,钻石会员,,2025-02-06 21:54:44,2025-07-02 09:17:52
C000060,李勇,18848397637,userC000060@gmail.com,女,66,460000,海南省,金卡会员,460000196102205363,2022-09-26 00:30:27,2023-08-08 07:37:31
C000061,李芳,13654200565,userC000061@qq.com,男,33,640000,宁夏回族自治区,钻石会员,120000197802120732,2020-09-13 00:59:43,2023-05-31 20:32:28
C000062,林华,15091639207,userC000062@outlook.com,女,32,440000,广东省,钻石会员,430000196310055873,2022-06-18 21:22:30,2025-02-24 14:03:46
C000063,陈军,15148090232,userC000063@gmail.com,女,73,640000,宁夏回族自治区,钻石会员,360000199807086555,2020-06-23 02:04:03,2025-02-15 11:51:58
C000064,郭涛,18187612404,userC000064@gmail.com,女,58,140000,山西省,钻石会员,110000197203125503,2025-07-02 07:34:33,2025-12-22 09:57:10
C000065,朱涛,13012727544,userC000065@gmail.com,未知,31,520000,贵州省,银卡会员,110000196912197123,2024-03-04 18:14:52,2025-09-12 23:33:39
C000066,周磊,13233346281,userC000066@outlook.com,未知,64,110000,北京市,钻石会员,330000198405018349,2024-07-27 00:39:43,2025-05-28 18:21:15
C000067,陈艳,15099694066,userC000067@example.com,男,22,420000,湖北省,银卡会员,710000197005273203,2025-05-16 14:05:00,2025-08-29 22:43:51
C000068,赵杰,17079282969,userC000068@163.com,女,40,460000,海南省,银卡会员,150000197705088799,2021-03-03 13:12:04,2025-12-02 22:51:43
C000069,黄勇,17865245922,userC000069@outlook.com,F,40,650000,新疆维吾尔自治区,银卡会员,230000196008028736,2021-12-12 19:33:27,2025-06-20 08:33:51
C000070,朱艳,13170354474,userC000070@163.com,女,40,540000,西藏自治区,普通会员,230000200003224166,2025-06-26 15:23:18,2025-09-21 20:30:37
C000071,李杰,17411311669,userC000071@163.com,未知,56,410000,河南省,普通会员,350000198811136080,2025-05-26 23:24:53,2025-09-15 12:14:44
C000072,黄华,15801768396,userC000072@qq.com,女,35,450000,广西壮族自治区,普通会员,130000198907023200,2021-09-08 21:54:57,2024-01-20 21:34:19
C000073,黄伟,15560225703,userC000073@qq.com,女,63,320000,江苏省,钻石会员,310000198905195454,2020-02-08 17:03:18,2022-06-16 14:54:08
C000074,周艳,19793762680,userC000074@gmail.com,未知,50,140000,山西省,普通会员,440000198402146222,2025-12-17 03:18:42,2025-12-28 03:59:27
C000075,赵敏,15955684577,userC000075@qq.com,女,56,360000,江西省,钻石会员,620000199508124336,2024-08-06 01:28:31,2025-12-29 11:45:28
C000076,刘华,17705373936,userC000076@gmail.com,女,25,710000,台湾省,普通会员,350000196101100341,2022-04-04 02:18:03,2025-05-16 14:57:07
C000077,胡磊,18994814591,userC000077@outlook.com,未知,34,530000,云南省,钻石会员,220000197009156150,2021-02-06 01:18:41,2024-03-06 05:50:07
C000078,杨静,17917046648,userC000078@outlook.com,女,74,540000,西藏自治区,银卡会员,310000197710178743,2025-05-29 05:44:28,2025-07-30 12:02:08
C000079,张洋,13717087672,userC000079@qq.com,女,20,350000,福建省,金卡会员,350000196811051379,2020-03-31 21:37:23,2025-03-12 04:05:57
C000080,胡敏,15867908000,userC000080@example.com,女,28,620000,甘肃省,银卡会员,210000196009104145,2022-05-28 03:18:36,2022-10-21 01:21:39
C000081,徐涛,19999558301,userC000081@gmail.com,男,72,430000,湖南省,钻石会员,370000196001306956,2021-05-31 23:42:22,2021-10-28 06:18:26
C000082,杨勇,18562545468,userC000082@163.com,男,66,460000,海南省,银卡会员,820000198012213920,2020-06-25 03:25:25,2023-06-16 23:52:22
C000083,黄洋,1959919643,userC000083@qq.com,女,47,500000,重庆市,钻石会员,610000200604254072,2025-06-26 08:00:55,2025-07-18 13:03:00
C000084,孙超,13872710912,userC000084@163.com,女,61,330000,浙江省,钻石会员,610000199009170326,2022-12-13 07:31:46,2023-08-11 17:16:26
C000085,胡勇,17393253077,userC000085@163.com,男,69,640000,宁夏回族自治区,钻石会员,120000196202142625,2025-08-07 20:04:03,2025-12-17 21:37:40
C000086,孙娜,19695281669,userC000086@163.com,未知,55,640000,宁夏回族自治区,银卡会员,330000197503113829,2024-04-11 19:11:19,2024-12-28 17:38:40
C000087,李磊,18899067285,userC000087@qq.com,女,71,650000,新疆维吾尔自治区,钻石会员,310000199006196398,2021-12-05 18:43:39,2022-02-05 07:25:42
C000088,高涛,19553414985,userC000088@example.com,女,58,410000,河南省,金卡会员,330000196501046932,2025-03-12 11:38:33,2025-09-27 03:00:09
C000089,何静,15424430374,userC000089@qq.com,未知,37,500000,重庆市,普通会员,500000198101060077,2024-11-11 04:24:14,2025-03-11 16:11:52
C000090,徐军,13778789291,userC000090@outlook.com,未知,55,620000,甘肃省,金卡会员,510000197109046654,2021-11-04 18:51:44,2023-04-03 18:26:44
C000091,何静,13579766353,userC000091@qq.com,未知,73,320000,江苏省,金卡会员,620000197904206601,2020-08-16 15:54:18,2023-06-17 06:13:40
C000092,朱杰,1509422050,userC000092@163.com,女,22,420000,湖北省,金卡会员,710000200008263117,2024-03-23 07:10:14,2024-10-20 22:58:31
C000093,陈军,19235013289,userC000093@gmail.com,未知,25,220000,吉林省,普通会员,120000196112177189,2023-11-21 23:26:58,2024-12-14 07:24:33
C000094,林艳,17043057383,userC000094@gmail.com,男,39,460000,海南省,钻石会员,520000199306135683,2021-04-01 06:42:54,2022-08-07 16:02:26
C000095,赵芳,18362057018,userC000095@gmail.com,未知,72,530000,云南省,普通会员,210000196208088033,2023-09-17 15:48:44,2024-01-24 15:23:05
C000096,徐静,15318005918,userC000096@gmail.com,女,55,610000,陕西省,银卡会员,620000196407055251,2020-01-22 00:29:03,2021-10-30 16:31:49
C000097,杨华,19376425637,userC000097@outlook.com,未知,43,420000,湖北省,普通会员,230000199210047204,2022-08-27 15:54:26,2024-03-27 17:34:58
C000098,何华,19519615610,userC000098@example.com,男,71,370000,山东省,普通会员,540000198807048561,2020-12-25 18:05:30,2022-03-23 17:32:47
C000099,徐伟,19475489647,userC000099@qq.com,女,38,460000,海南省,钻石会员,330000197805273875,2025-04-27 23:12:01,2025-06-30 09:16:11
C000100,吴洋,18273652433,userC000100@qq.com,未知,71,520000,贵州省,钻石会员,650000199109231902,2023-10-04 15:57:21,2025-05-25 16:59:28
C000101,郭超,18855457602,userC000101@qq.com,女,39,230000,黑龙江省,普通会员,440000196008025301,2025-12-29 13:40:09,2025-12-29 20:46:53
C000102,赵伟,17916463877,,男,48,530000,云南省,普通会员,710000197211217321,2023-07-02 11:25:49,2024-01-14 04:51:46
C000103,徐伟,17720000684,userC000103@163.com,未知,35,420000,湖北省,钻石会员,430000197804066044,2021-02-19 09:49:49,2022-11-17 01:07:44
C000104,杨杰,19703620732,userC000104@outlook.com,男,64,440000,广东省,普通会员,360000197303015024,2024-03-27 01:29:47,2024-05-29 10:10:04
C000105,李勇,18893420891,userC000105@outlook.com,男,66,440000,广东省,金卡会员,340000198004179251,2022-10-07 16:57:52,2024-12-16 17:16:51
C000106,何敏,19203553389,userC000106@outlook.com,男,52,440000,广东省,银卡会员,310000197007066909,2023-01-01 14:38:13,2023-08-03 05:21:28
C000107,何芳,15018979014,userC000107@163.com,男,58,510000,四川省,普通会员,130000197403106272,2021-07-07 18:06:38,2021-11-22 03:03:55
C000108,李伟,19456541980,userC000108@qq.com,男,74,500000,重庆市,普通会员,310000197604021688,2020-09-01 20:44:40,2022-02-17 09:11:08
C000109,黄敏,19933430620,userC000109@outlook.com,未知,16,500000,重庆市,钻石会员,630000197005196415,2023-07-07 16:35:46,2023-12-30 06:35:13
C000110,刘华,19803341707,userC000110@outlook.com,女,58,310000,上海市,金卡会员,110000198708104796,2022-12-09 06:46:18,2025-07-26 04:45:51
C000111,朱军,13338238683,userC000111@163.com,未知,73,140000,山西省,普通会员,460000198205219998,2022-09-13 18:21:27,2024-02-11 10:43:22
C000112,高杰,18490260910,userC000112@qq.com,女,70,820000,澳门特别行政区,金卡会员,460000197303151963,2021-05-22 07:15:42,2024-05-17 03:59:21
C000113,黄超,18956130548,userC000113@outlook.com,未知,56,650000,新疆维吾尔自治区,金卡会员,370000198302011507,2024-10-22 05:28:48,2025-07-31 23:30:56
C000114,郭明,17600584557,userC000114@outlook.com,男,53,430000,湖南省,金卡会员,370000198707094334,2021-01-03 07:32:03,2024-01-07 09:51:51
C000115,孙静,17915715474,,女,40,320000,江苏省,普通会员,510000200708277601,2025-02-23 01:45:19,2025-12-11 07:59:25
C000116,高强,18231913433,userC000116@outlook.com,未知,28,430000,湖南省,普通会员,500000196603241456,2022-03-10 11:15:37,2022-03-24 19:21:32
C000117,林芳,18090864828,userC000117@qq.com,男,28,370000,山东省,钻石会员,500000200410043477,2024-12-29 14:06:07,2025-03-01 16:46:26
C000118,黄明,18524278466,userC000118@gmail.com,男,39,140000,山西省,普通会员,110000198708120754,2022-03-15 11:29:35,2024-12-03 17:47:24
C000119,吴华,19349825826,userC000119@outlook.com,女,62,320000,江苏省,金卡会员,440000196805071822,2023-01-25 06:30:07,2024-10-14 17:28:34
C000120,杨娟,18189866743,userC000120@gmail.com,男,56,460000,海南省,普通会员,110000200609234767,2020-10-30 16:45:19,2024-09-12 02:03:27
C000121,黄军,17829432960,userC000121@example.com,女,39,230000,黑龙江省,金卡会员,340000198803256701,2024-01-25 15:22:49,2025-10-20 21:17:29
C000122,刘杰,15554624227,userC000122@163.com,女,60,120000,天津市,钻石会员,420000196410016028,2024-02-29 07:25:56,2024-07-13 16:59:57
C000123,何芳,18990174755,userC000123@qq.com,女,25,340000,安徽省,普通会员,500000196911256193,2025-03-08 06:46:47,2025-12-15 07:06:05
C000124,周超,15652256748,userC000124@qq.com,女,58,210000,辽宁省,钻石会员,510000198507059625,2024-03-08 12:14:38,2024-12-31 08:46:08
C000125,胡明,13867436642,userC000125@163.com,女,36,650000,新疆维吾尔自治区,普通会员,210000196812117025,2024-08-11 19:17:01,2024-08-30 20:46:48
C000126,陈娟,19740395348,userC000126@outlook.com,female,40,350000,福建省,普通会员,450000196910164545,2025-03-18 04:21:32,2025-09-09 22:13:05
C000127,王强,17217381503,userC000127@example.com,女,60,320000,江苏省,银卡会员,710000198904229172,2022-04-23 22:38:43,2024-11-18 01:12:12
C000128,胡伟,13761847357,userC000128@example.com,男,33,450000,广西壮族自治区,金卡会员,220000199509030756,2022-08-12 11:46:28,2024-02-12 21:42:31
C000129,林敏,17051898225,userC000129@gmail.com,女,69,610000,陕西省,钻石会员,150000197506223415,2022-08-17 18:37:55,2023-07-29 14:39:33
C000130,郭明,19497502055,userC000130@example.com,男,27,340000,安徽省,普通会员,430000200305281451,2024-07-17 14:14:42,2024-10-28 19:56:47
C000131,胡敏,15277058656,userC000131@outlook.com,男,18,320000,江苏省,普通会员,340000198902091406,2025-03-13 08:51:29,2025-10-29 21:50:31
C000132,郭杰,13265148148,userC000132@qq.com,男,45,620000,甘肃省,普通会员,230000197504126075,2021-05-18 14:54:33,2022-02-03 20:04:44
C000133,郭娟,15627396346,userC000133@example.com,女,53,500000,重庆市,普通会员,350000197808234519,2025-02-25 20:14:57,2025-08-13 17:50:02
C000134,朱勇,13530827294,userC000134@qq.com,男,36,650000,新疆维吾尔自治区,金卡会员,310000200210079262,2022-09-08 16:04:18,2024-07-09 11:07:43
C000135,朱敏,19585518981,userC000135@163.com,男,37,320000,江苏省,钻石会员,450000198804083926,2020-08-11 16:08:14,2022-10-01 10:52:44
C000136,李涛,17361545057,userC000136@163.com,未知,69,540000,西藏自治区,钻石会员,210000197308123531,2024-07-15 08:11:03,2024-12-03 04:12:32
C000137,杨军,19303587282,userC000137@qq.com,男,41,530000,云南省,金卡会员,460000196210283793,2022-10-04 17:15:22,2022-12-26 05:55:13
C000138,林敏,18892772724,userC000138@gmail.com,男,23,110000,北京市,普通会员,420000198601031070,2024-12-24 03:31:42,2025-03-25 15:58:36
C000139,王娟,19354776619,userC000139@outlook.com,男,24,510000,四川省,银卡会员,440000198205017067,2022-08-27 14:46:40,2023-08-15 02:58:52
C000140,黄华,15379806868,userC000140@outlook.com,男,53,510000,四川省,普通会员,220000196102222514,2023-06-16 15:36:58,2025-07-08 02:39:12
C000141,郭娜,13723060883,userC000141@163.com,男,54,610000,陕西省,钻石会员,330000196306216230,2024-06-20 05:32:53,2025-05-18 07:26:28
C000142,李娟,18508235928,userC000142@163.com,未知,46,340000,安徽省,银卡会员,210000198309192284,2025-02-03 13:02:47,2025-10-07 13:47:43
C000143,杨磊,13921047417,userC000143@qq.com,未知,22,530000,云南省,银卡会员,460000196006026037,2022-09-29 13:11:00,2024-12-14 11:05:44
C000144,赵伟,18310909246,userC000144@gmail.com,男,45,520000,贵州省,钻石会员,510000196006166998,2021-02-26 07:49:52,2024-10-25 15:24:25
C000145,朱磊,13065310739,userC000145@gmail.com,未知,62,410000,河南省,钻石会员,110000200507084218,2023-06-07 14:51:54,2024-05-14 22:20:06
C000146,孙秀英,17454696890,userC000146@qq.com,未知,35,710000,台湾省,钻石会员,120000199708181139,2023-06-20 13:50:28,2023-10-16 20:33:46
C000147,吴超,15908371463,userC000147@gmail.com,男,27,140000,山西省,银卡会员,120000200201283331,2023-08-04 23:26:29,2025-09-12 02:47:20
C000148,郭超,15525516504,userC000148@gmail.com,女,37,350000,福建省,银卡会员,520000200208178000,2023-01-11 06:39:02,2023-05-27 20:48:52
C000149,王秀英,18684795649,userC000149@163.com,女,42,320000,江苏省,银卡会员,,2020-09-21 11:22:41,2023-02-26 04:51:25
C000150,吴勇,18810665790,userC000150@qq.com,男,42,650000,新疆维吾尔自治区,普通会员,450000197611241383,2024-08-15 10:45:22,2025-04-12 15:01:40
C000151,朱明,18560357746,userC000151@gmail.com,女,46,630000,青海省,银卡会员,120000196908288747,2020-06-03 21:02:22,2023-11-22 20:57:33
C000152,孙强,13754970605,userC000152@163.com,未知,56,450000,广西壮族自治区,银卡会员,360000199001036302,2024-12-14 04:19:03,2025-09-12 07:28:03
C000153,何艳,1745219538,userC000153@example.com,男,23,820000,澳门特别行政区,普通会员,620000199211011140,2022-11-18 08:24:06,2023-05-25 01:27:19
C000154,周娟,13025513152,userC000154@qq.com,女,75,360000,江西省,钻石会员,140000196805133332,2021-12-09 19:00:55,2024-09-24 11:00:45
C000155,王杰,17551663629,userC000155@example.com,未知,22,610000,陕西省,金卡会员,520000199306054935,2022-10-24 00:52:01,2025-05-21 08:13:24
C000156,黄杰,17059434028,userC000156@outlook.com,女,24,340000,安徽省,钻石会员,630000196901259244,2022-10-12 04:03:47,2025-07-11 14:59:48
C000157,陈超,18251117084,userC000157@outlook.com,女,44,610000,陕西省,银卡会员,420000198610240912,2024-09-08 09:01:44,2025-12-22 11:25:54
C000158,李艳,phone_2343,userC000158@gmail.com,未知,44,330000,浙江省,银卡会员,810000198907151949,2024-12-25 21:15:10,2025-02-21 15:32:25
C000159,孙勇,18949677967,userC000159@qq.com,未知,33,360000,江西省,钻石会员,360000196805082306,2024-11-15 00:51:18,2025-01-15 18:57:57
C000160,周艳,15124571012,userC000160@qq.com,未知,45,230000,黑龙江省,金卡会员,610000198912230326,2020-03-25 19:31:33,2024-10-23 10:58:53
C000161,黄娜,15744139371,userC000161@gmail.com,女,45,430000,湖南省,普通会员,630000197203027725,2024-01-09 13:18:09,2024-10-01 07:07:28
C000162,孙超,19815374260,userC000162@outlook.com,女,59,430000,湖南省,金卡会员,110000198501057476,2023-12-29 13:45:04,2024-08-03 19:01:03
C000163,周敏,15978987258,userC000163@qq.com,女,40,500000,重庆市,钻石会员,210000200509154556,2024-08-27 12:07:09,2024-11-16 18:28:57
C000164,李磊,15564265771,userC000164@163.com,女,64,150000,内蒙古自治区,银卡会员,540000196901241347,2022-07-28 13:22:30,2023-06-20 02:57:50
C000165,高敏,19192078235,userC000165@gmail.com,女,71,620000,甘肃省,金卡会员,500000196402245795,2024-08-15 14:35:46,2025-05-07 21:37:54
C000166,赵明,19779565470,userC000166@outlook.com,未知,23,130000,河北省,普通会员,220000200502028393,2024-03-26 16:53:45,2025-01-13 16:39:47
C000167,杨超,1888923519,userC000167@qq.com,女,66,630000,青海省,金卡会员,230000197402116325,2023-04-14 20:17:25,2025-11-14 05:35:34
C000168,赵娟,13897070106,userC000168@163.com,未知,21,710000,台湾省,普通会员,360000196701073107,2025-08-19 07:10:06,2025-11-22 02:59:48
C000169,周勇,17068178616,userC000169@qq.com,男,64,430000,湖南省,银卡会员,330000197101268935,2023-03-26 04:34:20,2025-10-18 00:57:00
C000170,陈强,17000382692,userC000170@outlook.com,男,62,210000,辽宁省,金卡会员,110000196903021368,2025-10-06 23:00:28,2025-10-17 03:58:24
C000171,李娟,13715455676,userC000171@qq.com,女,50,360000,江西省,钻石会员,410000198010156588,2024-06-12 10:56:44,2025-07-12 14:38:28
C000172,张敏,13517983836,userC000172@qq.com,男,50,320000,江苏省,普通会员,530000198108057563,2021-09-24 10:04:12,2023-04-29 23:56:20
C000173,徐芳,13753662173,userC000173@example.com,男,27,430000,湖南省,普通会员,110000196609017110,2020-06-28 21:02:15,2023-09-07 08:00:49
C000174,周静,15794351597,userC000174@qq.com,男,36,350000,福建省,普通会员,820000199903123390,2025-06-29 21:46:59,2025-08-31 00:44:42
C000175,郭军,18469131040,userC000175@outlook.com,未知,51,630000,青海省,钻石会员,230000197512170040,2025-07-01 11:58:12,2025-09-12 12:00:45
C000176,刘秀英,17500293989,userC000176@outlook.com,未知,31,500000,重庆市,普通会员,450000196604141010,2023-12-26 03:58:51,2025-09-10 14:33:45
C000177,王杰,18663548072,userC000177@qq.com,女,42,430000,湖南省,金卡会员,340000197303186521,2025-09-27 17:30:25,2025-11-26 02:06:41
C000178,林秀英,19325231462,userC000178@example.com,未知,72,150000,内蒙古自治区,银卡会员,520000200012252122,2025-06-28 01:36:19,2025-10-25 10:34:50
C000179,高芳,18082720626,userC000179@qq.com,男,20,440000,广东省,钻石会员,350000196212229807,2020-10-09 13:46:24,2023-11-28 11:36:58
C000180,郭磊,13903419773,userC000180@gmail.com,未知,31,110000,北京市,金卡会员,820000199706114150,2022-03-21 01:34:34,2023-11-23 08:20:04
C000181,徐军,15565502959,userC000181@outlook.com,未知,75,450000,广西壮族自治区,普通会员,140000199810015748,2023-11-01 14:56:48,2024-07-25 20:19:03
C000182,张敏,18267403702,userC000182@qq.com,未知,23,510000,四川省,普通会员,630000199809192150,2022-05-17 04:15:06,2023-01-05 12:55:18
C000183,陈华,18160612306,userC000183@outlook.com,男,45,210000,辽宁省,银卡会员,350000199001042806,2023-02-16 09:32:04,2023-05-24 15:50:57
C000184,周娜,15529913971,userC000184@outlook.com,女,48,620000,甘肃省,钻石会员,140000200606096272,2023-09-23 12:27:17,2024-04-20 13:53:55
C000185,黄杰,13020084125,userC000185@qq.com,女,38,440000,广东省,金卡会员,440000198708131651,2020-11-26 01:48:26,2025-03-07 22:52:10
C000186,张华,18931588946,userC000186@163.com,未知,75,450000,广西壮族自治区,普通会员,710000197902256610,2025-12-26 10:14:39,2025-12-29 15:36:02
